Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.485E-3,91.294328149,0.757495988,0.002689243,0.875,0.941176471
2.51132E-3,91.545459886,0.759426213,0.002589641,0.9,0.941176471
2.5638E-3,91.801839429,0.763184346,0.00249004,0.9,0.941176471
2.57229E-3,92.05906881,0.763781925,0.002390438,0.9,0.941176471
2.68137E-3,92.327205394,0.771192179,0.002290837,0.925,0.941176471
2.71674E-3,92.598879473,0.773496679,0.002191235,0.925,0.941176471
2.73027E-3,92.871906209,0.774365647,0.002091633,0.925,0.941176471
2.77288E-3,93.149194039,0.777059972,0.001992032,0.925,0.941176471
2.82784E-3,93.431977914,0.780441587,0.00189243,0.95,0.941176471
2.85839E-3,93.717816434,0.782277071,0.001792829,0.95,0.941176471
2.87928E-3,94.005744455,0.783515042,0.001693227,0.95,0.941176471
2.94406E-3,94.300150518,0.787265166,0.001593625,0.95,0.941176471
2.94997E-3,94.595147061,0.787600543,0.001494024,0.95,0.941176471
2.97344E-3,94.892490568,0.788923166,0.001394422,0.95,0.941176471
2.97648E-3,95.190138728,0.789093645,0.001294821,0.95,0.941176471
3.01201E-3,95.491339808,0.791061663,0.001195219,0.95,0.941176471
3.49129E-3,95.840468762,0.814421492,0.001095618,0.95,0.941176471
3.55848E-3,96.196317073,0.817285434,0.000996016,0.95,1
3.77833E-3,96.574149573,0.826067564,0.000896414,0.95,1
3.88159E-3,96.962308152,0.829907611,0.000796813,0.95,1
3.91877E-3,97.354185095,0.831249197,0.000697211,0.95,1
4.02986E-3,97.757171446,0.835134302,0.00059761,0.95,1
4.41154E-3,98.19832526,0.847218815,0.000498008,0.95,1
4.4291E-3,98.641235399,0.847732406,0.000398406,0.975,1
4.44177E-3,99.085412775,0.848100837,0.000298805,1,1
4.51038E-3,99.536450589,0.850064859,0.000199203,1,1
4.63549E-3,100,0.853518947,0.000099602,1,1
